2019-10-27 20:03:14,b'1188546717932765184',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'3966232512',b'Avi',b'olegunnarmanutd',b'',b'None',"b'Manchester United, Golden state warriors. ole at the wheel !'",b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 20:01:59,b'1188546405188669441',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'4258117349',b'ChapelAllertonLabour',b'ChapelA_Labour',"b'Chapel Allerton, Leeds'",b'https://t.co/I0Ja8e7jay',"b'Chapel Allerton Ward Labour branch. Active, friendly, socialist. Meets 2nd Tuesday of every month - join us!'",b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 20:01:48,b'1188546356564156418',b'RT @TonyHughesAU: Make 2018 your year of sales success! Everything you need to know to break through &amp; become #1 in your company with big h\xe2\x80\xa6',b'16417374',b'Claudio Marcelo Fimiani',b'KlauFimiani',b'Buenos Aires',b'https://t.co/BExvB7VACM',b'Prensa & Difusi\xc3\xb3n independiente para grupos musicales y obras teatrales. Trabajando Online desde 1996.',b'None',b'[]',b'[]',"b""[{'screen_name': 'TonyHughesAU', 'name': 'Tony Hughes', 'id': 927009692026417152, 'id_str': '927009692026417152', 'indices': [3, 16]}]"""
2019-10-27 20:01:33,b'1188546296199536640',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'1175927526100754432',"b'Hey, Ms. Kirby \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbb\xf0\x9f\x98\x98\xf0\x9f\x92\x95\xf0\x9f\x9a\x80'",b'HeyMsKirby',"b'New York, USA'",b'https://t.co/j9ZMdQdYbB',b'\xf0\x9f\x91\xbb Ghost Writer. Need 5-STAR content for your next blog post or #TwitterChat? Send me an email for this month\xe2\x80\x99s special introductory rate! heymskirby@gmail.com',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 20:01:30,b'1188546280919711745',b'RT @leahtriss: The year is 2023. President Andrew Yang is assuring proles that the freedom dividend will be available for download once Ama\xe2\x80\xa6',b'2793241567',b'Sangeetha Thanapal',b'kaliandkalki',b'The Kulin Nations',b'https://t.co/oHsBLy1Jka',"b'Writer, Activist \xe2\x80\xa2 Creator #chineseprivilege in Singapore \xe2\x80\xa2 Doesn\xe2\x80\x99t use Twitter except when people tag me \xe2\x80\xa2 \xf0\x9f\x87\xb8\xf0\x9f\x87\xac & \xf0\x9f\x87\xa6\xf0\x9f\x87\xba'",b'None',b'[]',b'[]',"b""[{'screen_name': 'leahtriss', 'name': 'leah', 'id': 1015481235370594311, 'id_str': '1015481235370594311', 'indices': [3, 13]}]"""
2019-10-27 20:01:13,b'1188546209394253824',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'259647470',b'No Such Thing as a Seagull \xf0\x9f\xa4\x94',b'nosuchseagull',b'NE Pacific Ocean',b'None',"b""Sharing natural history, science and conservation. \nNature's pretty cool. \xf0\x9f\x8c\xbf\xf0\x9f\x90\xbe\xf0\x9f\x8c\x8e\xe2\x9e\xa1\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x98\x8e\xf0\x9f\x86\x92""",b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 20:01:12,b'1188546208798826503',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'1155138124588232705',b'Tell it to the birds',b'NDoomster',b'',b'None',"b'Pro European, obsessed by Brexit.  Wild swimmer.'",b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 20:01:04,b'1188546172023119872',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'258468061',b'Mark \xe2\x98\xba\xef\xb8\x8f \xe2\x9a\xbd \xf0\x9f\x87\xaa\xf0\x9f\x87\xba',b'MarkRobinson69',b'Stourbridge',b'None',b'Loves & husband to Sarah Robinson & Grandad to Noah',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 20:01:02,b'1188546164666318852',b'RT @TonyHughesAU: Make 2018 your year of sales success! Everything you need to know to break through &amp; become #1 in your company with big h\xe2\x80\xa6',b'927009692026417152',b'Tony Hughes',b'TonyHughesAU',"b'Sydney, New South Wales'",b'https://t.co/CyqVxwLESP',"b'Tony Hughes is a keynote speaker, trainer and bestselling author on the topic of B2B selling and sales leadership. He is also co-founder of Sales IQ Global.'",b'None',b'[]',b'[]',"b""[{'screen_name': 'TonyHughesAU', 'name': 'Tony Hughes', 'id': 927009692026417152, 'id_str': '927009692026417152', 'indices': [3, 16]}]"""
2019-10-27 20:00:41,b'1188546076237656064',"b'RT @mlruff12: @rigg_alyssa Hoping for dry erase markers as mine are running out, more snacks and treasure box incentives for my prek kiddos\xe2\x80\xa6'",b'1157155406830956544',b'MaryPoppinsLong',b'KathrynSLong2',"b'California, USA'",b'https://t.co/3t0ZbJRybr',"b""Creative-artsy-dancey-musical and nature-loving foodie and lifelong learner. Saved by the Lord's grace. Elementary teacher sometimes known as \xe2\x80\x9cMary Poppins.\xe2\x80\x9d""",b'None',b'[]',b'[]',"b""[{'screen_name': 'mlruff12', 'name': 'Morgan Page', 'id': 741798868858208256, 'id_str': '741798868858208256', 'indices': [3, 12]}, {'screen_name': 'rigg_alyssa', 'name': 'Alyssa Ricc', 'id': 788000656980410370, 'id_str': '788000656980410370', 'indices': [14, 26]}]"""
2019-10-27 20:00:31,b'1188546032906506241',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'922142738950303748',b'Den',b'Den90490402',b'',b'None',"b'Gary Numan fan, love animals and music'",b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 20:00:14,b'1188545964610588672',"b'RT @JuliIndica: Looks like those ""Good"" republicans are not so good after all. Mattis writing a book when he should have been made this pub\xe2\x80\xa6'",b'4443188837',b'bbc1420',b'bessy_c3',b'',b'None',b'',b'None',b'[]',b'[]',"b""[{'screen_name': 'JuliIndica', 'name': 'Juli \xf0\x9f\x86\x98\xf0\x9f\x8c\x8a', 'id': 1403796355, 'id_str': '1403796355', 'indices': [3, 14]}]"""
2019-10-27 20:00:04,b'1188545923732914179',b'Make Money With Amazon - Free Training Course Webinar will be broadcast live on 7th Nov at 20.00 GMT. Seats numbers\xe2\x80\xa6 https://t.co/ezGk86ComU',b'3988850693',b'Repeat Cash Academy',b'grahampaul096',b'Guernsey',b'https://t.co/rIe3pyws40',"b""Sharing new strategies to make money online that the guru's don't want you to know.""",b'None',b'[]',"b""[{'url': 'https://t.co/ezGk86ComU', 'expanded_url': 'https://twitter.com/i/web/status/1188545923732914179', 'display_url': 'twitter.com/i/web/status/1\xe2\x80\xa6', 'indices': [117, 140]}]""",b'[]'
2019-10-27 20:00:04,b'1188545922860535812',b'Make Money With Amazon - Free Training Course Webinar will be broadcast live on 7th Nov at 20.00 GMT. Seats numbers\xe2\x80\xa6 https://t.co/huc6Jmhqpv',b'3644252915',b'onlinemarketing',b'grahampaul52',b'Guernsey',b'http://t.co/4ZvGiTxM5c',"b""Sharing new strategies to make money online that the guru's don't want you to know.""",b'None',b'[]',"b""[{'url': 'https://t.co/huc6Jmhqpv', 'expanded_url': 'https://twitter.com/i/web/status/1188545922860535812', 'display_url': 'twitter.com/i/web/status/1\xe2\x80\xa6', 'indices': [117, 140]}]""",b'[]'
2019-10-27 19:59:47,b'1188545849166585856',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'1104834535689252869',b'm.czyzewski',b'czyzewski_m',"b'Kujawsko-Pomorskie, Polska'",b'https://t.co/xORRBQDvKf',"b'Rolnik mentalny, tw\xc3\xb3rca Forum Profesjonalnego Rolnika'",b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:59:12,b'1188545704215613440',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'129392637',b'John Kenney \xf0\x9f\x91\xbb',b'John_Kenney',"b'Sheffield, England'",b'https://t.co/3zHIwpnsPf',"b""There's a spectre haunting Europe \xf0\x9f\x91\xbb""",b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 19:59:11,b'1188545698851164162',"b'RT @nytimes: Delivery trucks operated by UPS and FedEx racked up more than 471,000 parking violations in New York City in 2018 while delive\xe2\x80\xa6'",b'1627501111',b'MC Wilkins',b'mcwilkins63',b'',b'None',b'',b'None',b'[]',b'[]',"b""[{'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [3, 11]}]"""
2019-10-27 19:59:01,b'1188545657704976384',"b'RT @nytimes: Delivery trucks operated by UPS and FedEx racked up more than 471,000 parking violations in New York City in 2018 while delive\xe2\x80\xa6'",b'15207591',b'Colin Perkel',b'Perkel',b'',b'None',b'Proudly Canadian (Press)',b'None',b'[]',b'[]',"b""[{'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [3, 11]}]"""
2019-10-27 19:59:00,b'1188545653489766400',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'1925988638',b'KGS Biology Dept',b'KGSBiology',"b'Kirkham, Lancashire'",b'https://t.co/6Q4vckRKsl',b'Biology Department Kirkham Grammar School - Bringing Biology to LIFE!',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:58:41,b'1188545575362404352',"b'FACE It, Bezos is a lowlife anti-Trump hater. Why? Trump will make Amazon pay taxes, Trump will likely get Bezos in\xe2\x80\xa6 https://t.co/dmXLtDC975'",b'3386113641',b'Stanley Moldenhauer',b'StanleyMoldenh1',"b'West Palm Beach, FL'",b'None',b'US Navy veteran stationed Makalapa Hi. for CINCPACFLT four years. 1 Year Kapiolani CC.',b'None',b'[]',"b""[{'url': 'https://t.co/dmXLtDC975', 'expanded_url': 'https://twitter.com/i/web/status/1188545575362404352', 'display_url': 'twitter.com/i/web/status/1\xe2\x80\xa6', 'indices': [117, 140]}]""",b'[]'
2019-10-27 19:58:37,b'1188545556563529734',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'1151894743464456192',b'EvergreenPisstaker',b'EPisstaker',b'Rheged',b'None',b'Still pissed off at everything.\nGet the Tory bastards OUT !',b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 19:58:18,b'1188545478620672000',"b'RT @nytimes: Delivery trucks operated by UPS and FedEx racked up more than 471,000 parking violations in New York City in 2018 while delive\xe2\x80\xa6'",b'330709036',b'Timothy L. Smith',b'California1188',"b'Cool, California'",b'None',"b'Happily married, Dad of 2 and Granddad of 2. Retired Locomotive Engineer and union officer for the BLET/IBT in California. Play, sing and enjoy music. golf too.'",b'None',b'[]',b'[]',"b""[{'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [3, 11]}]"""
2019-10-27 19:57:27,b'1188545262018412545',"b""Climate change is REAL and it's accelerated due to human impact. We don't have time for deniers, we need action NOW\xe2\x80\xa6 https://t.co/eJTiVvdhlF""",b'254387488',b'Alex Phillips',b'aphillly',b'Canada',b'https://t.co/7a27FwMHsz',b'Small business owner and Respiratory Therapy student. Strong advocate for climate change awareness & protection of our endangered species. #climateactionnow',b'None',b'[]',"b""[{'url': 'https://t.co/eJTiVvdhlF', 'expanded_url': 'https://twitter.com/i/web/status/1188545262018412545', 'display_url': 'twitter.com/i/web/status/1\xe2\x80\xa6', 'indices': [117, 140]}]""",b'[]'
2019-10-27 19:57:14,b'1188545208067219457',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'890587017658195968',b'Sharon Thompson',b'_SharonThompson',b'South East Wales (& Donegal)',b'None',"b""Lover of #biodiversity on land & #sea, working to save #nature. Dislike injustice. All views my own. RTs don't = endorsement""",b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:56:54,b'1188545123317112834',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'202178976',b'Jim Mortram',b'JAMortram',b'East Anglia UK',b'https://t.co/FCHjh8fjtE',b'Carer for my Ma. Creator of https://t.co/CfNIaxOFfw \n\nSmall Town Inertia book 1 available via https://t.co/oD4mZYxxHH #community #testimony enduring Austerity.',b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 19:56:51,b'1188545110197358592',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'866871487',b'Maria Elena',b'maelena212',"b'Madrid, Espa\xc3\xb1a'",b'None',b'',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:56:24,b'1188544996934332416',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'705880339890249728',b'(\xe2\x80\xa2 \xcd\x9c\xca\x96 \xe2\x80\xa2)',b'justinewhead',b'Plymouth ',b'None',b'conservation biology \xf0\x9f\x8c\xb4\xf0\x9f\x8c\xbb\xf0\x9f\x8c\xb8\nwelcome to my oversharing platform',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:55:17,b'1188544717442768898',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'2718787601',b'Liyana Lewis',b'raiya_zak',b'London',b'None',b'Love people who love peace. Anti Zionist .\xe2\x9d\xa4 Judaism. My children are my world. Take each day as it comes and be an open book.#BDS & #JC4PM #TomHurndall',b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 19:55:12,b'1188544697633038336',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'495088169',b'Orca S\xe2\x80\xbbO\xe2\x80\xbbS',b'OrcaSOS',b'#Canada',b'None',b'\xf0\x9f\x90\x8b\xf0\x9f\x86\x98\xe2\x9c\x92https://t.co/NFfLNmXpmI \xf0\x9f\x90\x9f #FreeTheSnake https://t.co/MF7QcLoqf2  \xf0\x9f\x8c\x8a #FreeRussianWhales #WhaleSanctuary',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:54:44,b'1188544578015641600',b'RT @johnmcdonnellMP: It\xe2\x80\x99s time that these major tech companies pulled their weight and paid their fair share of taxes. Labour will make sur\xe2\x80\xa6',b'591257775',b'laurence marcantonio',b'piciniscoceltic',b'',b'None',b'',b'None',b'[]',b'[]',"b""[{'screen_name': 'johnmcdonnellMP', 'name': 'John McDonnell MP', 'id': 77234984, 'id_str': '77234984', 'indices': [3, 19]}]"""
2019-10-27 19:54:30,b'1188544521031897091',"b'RT @BBCEarth: Scientists have discovered that the Southern ocean and the life within it, soaks up more than twice as much carbon from the a\xe2\x80\xa6'",b'2800160536',b'Milwee',b'MilweePetite',b'South East England',b'None',b'4 ft 8 babyface \xf0\x9f\xa4\x97\xf0\x9f\x98\x87\xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb3\xf0\x9f\x98\x8d\nChapter 26 \xe2\x9c\x8d\xef\xb8\x8f\xf0\x9f\xa4\x9d\xf0\x9f\x99\x8f\xe2\x9c\x8c\xef\xb8\x8f\xf0\x9f\x90\xa3\xf0\x9f\x90\xa5\xf0\x9f\xa6\x8b\n\xf0\x9f\x90\xbe\xf0\x9f\x8c\xbb\xe2\x9c\xa8\xf0\x9f\x8c\x9f\xe2\x98\x95\xef\xb8\x8f\xf0\x9f\x8c\x88\xf0\x9f\x8c\xa0\xf0\x9f\x8e\x87\xf0\x9f\x8f\x9d\xef\xb8\x8f\xf0\x9f\x8c\x85\xe2\x9b\xba\xef\xb8\x8f\xf0\x9f\x8f\x95\xef\xb8\x8f\xf0\x9f\x8e\x91\xf0\x9f\x92\x92\xe2\x8c\x9b\xef\xb8\x8f\xf0\x9f\x8e\x88\xf0\x9f\x93\x9a\xe2\x98\xae\xef\xb8\x8f\xe2\x98\xaf\xef\xb8\x8f\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x9a\xba\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf\xf0\x9f\x91\x90',b'None',b'[]',b'[]',"b""[{'screen_name': 'BBCEarth', 'name': 'BBC Earth', 'id': 70725281, 'id_str': '70725281', 'indices': [3, 12]}]"""
2019-10-27 19:54:11,b'1188544440090157057',"b'RT @artyny59: Unsure about Syria? Confused about riots in France? What about Congress, China, Global Warming? Read ""2050"" and learn about C\xe2\x80\xa6'",b'1104758124',b'Arthur Butt',b'artyny59',"b'Milton, Fl.'",b'https://t.co/kw96yyC28C',b'Check out my newest books and more at Facebook  (Arthur Butt The Fantasy SyFi Author). Published by @CleanReads_ and @SummerSolstice6',b'None',b'[]',b'[]',"b""[{'screen_name': 'artyny59', 'name': 'Arthur Butt', 'id': 1104758124, 'id_str': '1104758124', 'indices': [3, 12]}]"""
2019-10-27 19:54:05,b'1188544416862146561',"b""RT @NJamesWorld: Luxembourg are a tax haven within the EU\n\nAmazon moves it's profits to Luxembourg, which is easy to do in the single marke\xe2\x80\xa6""",b'1137695878519676930',b'Judge Roxy',b'JudgeRoxy12',"b'West Midlands, England'",b'None',b'Male who wants the Best for Great Britain not himself. Interested in Longevity and cancer cures.',b'None',b'[]',b'[]',"b""[{'screen_name': 'NJamesWorld', 'name': 'Njames World \xf0\x9f\x87\xac\xf0\x9f\x87\xa7', 'id': 737694485522612224, 'id_str': '737694485522612224', 'indices': [3, 15]}]"""
2019-10-27 19:53:46,b'1188544336524468224',"b'""[T]here is one...reason the Amazon is burning \xe2\x80\x94 to clear ground for cattle ranching and for the cultivation of soy\xe2\x80\xa6 https://t.co/ZUjpUJelJh'",b'1098572985781403648',b'If Nancy Pelosi Were Alive Today',b'RaijunD',"b'New York, NY'",b'None',b'I am milquetoast intolerant',b'None',b'[]',"b""[{'url': 'https://t.co/ZUjpUJelJh', 'expanded_url': 'https://twitter.com/i/web/status/1188544336524468224', 'display_url': 'twitter.com/i/web/status/1\xe2\x80\xa6', 'indices': [117, 140]}]""",b'[]'
2019-10-27 19:53:45,b'1188544333450039299',"b'RT @jasonhickel: Labour have just backed a plan for unitary taxation, which would massively cut corporate tax evasion.  This is a serious m\xe2\x80\xa6'",b'1113877822395834368',b'Karl smith',b'Karlsmi00479109',b'',b'None',b'I respond positively to good people!',b'None',b'[]',b'[]',"b""[{'screen_name': 'jasonhickel', 'name': 'Jason Hickel', 'id': 380956211, 'id_str': '380956211', 'indices': [3, 15]}]"""
2019-10-27 19:53:43,b'1188544324570701825',"b""RT @NJamesWorld: Luxembourg are a tax haven within the EU\n\nAmazon moves it's profits to Luxembourg, which is easy to do in the single marke\xe2\x80\xa6""",b'742316681213673472',b'George Scott',b'Sc1George',b'United Kingdom',b'None',"b""Brum has always been Claret and Blue just as Small Heath has always been SMALL. I'm a season ticket holder, UTV. Love Europe, hate the EU, NO DEAL. Love Trump.""",b'None',b'[]',b'[]',"b""[{'screen_name': 'NJamesWorld', 'name': 'Njames World \xf0\x9f\x87\xac\xf0\x9f\x87\xa7', 'id': 737694485522612224, 'id_str': '737694485522612224', 'indices': [3, 15]}]"""
